sn86054044,Granby miner.,Missouri--Newton--Granby,1873,1877,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054044.json
sn86054045,Worth County times.,Missouri--Worth--Grant City,1872,1928,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054045.json
sn86054046,Hannibal weekly chronicle.,Missouri--Marion--Hannibal,1862,1869,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054046.json
sn86054047,The Hannibal clipper.,Missouri--Marion--Hannibal,1870,1879,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054047.json
sn86054048,The Hannibal clipper.,Missouri--Marion--Hannibal,1874,1878,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054048.json
sn86054049,The weekly monitor.,Missouri--Marion--Hannibal,1876,1879,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054049.json
sn86054050,Weekly north Missouri courier.,Missouri--Marion--Hannibal,1863,1879,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054050.json
sn86054051,Hermann advertiser.,Missouri--Gasconade--Hermann,1873,1877,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054051.json
sn86054052,Das Calumet.,Missouri--Gasconade--Hermann,1869,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054052.json
sn86054054,New era.,Missouri--Hickory--Hermitage,1876,1879,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054054.json
sn86054055,Texas County record.,Missouri--Texas--Houston,1868,1869,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054055.json
sn86054056,Independence chronicle.,Missouri--Jackson--Independence,1840,1841,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054056.json
sn86054057,The Upper Missouri advertiser.,Missouri--Jackson--Independence,1832,1839,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054057.json
sn86054058,Ironton forge.,Missouri--Iron--Ironton,1865,1866,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054058.json
sn86054059,The advertiser.,Pennsylvania--Luzerne--Wilkes-Barre,1813,1819,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054059.json
sn86054060,Record of the times.,Pennsylvania--Luzerne--Wilkes-Barre,1876,1881,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054060.json
sn86054061,"Demokratischer Wächter, Luzerne und Columbia County Anzeiger. [volume]",Pennsylvania--Luzerne--Wilkes-Barre,1800,1909,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054061.json
sn86054062,"Der Demokratische Wächter, und Luzerne und Columbia County Anzeiger.",Pennsylvania--Luzerne--Wilkes-Barre,1800,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054062.json
sn86054063,"The Herald of the times, or, The Luzerne impartial gazette.",Pennsylvania--Luzerne--Wilkes-Barre,1796,1797,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054063.json
sn86054064,Luzerne County Volks-Freund. [volume],Pennsylvania--Luzerne--Wilkes-Barre,1866,1879,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054064.json
sn86054065,Luzerne Democrat.,Pennsylvania--Luzerne--Wilkes-Barre,1830,1852,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054065.json
sn86054066,Wilkes-Barre daily.,Pennsylvania--Luzerne--Wilkes-Barre,1872,1873,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054066.json
sn86054067,Northern Pennsylvanian.,Pennsylvania--Lackawanna--Carbondale,1832,1837,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054067.json
sn86054068,The true Democrat.,Pennsylvania--Luzerne--Wilkes-Barre,1852,1854,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054068.json
sn86054069,The workingman.,Pennsylvania--Luzerne--Wilkes-Barre,1873,1876,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054069.json
sn86054070,The gazette and bulletin.,Pennsylvania--Lycoming--Williamsport,1876,1879,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054070.json
sn86054071,The Sunday times.,Pennsylvania--Lycoming--Williamsport,1870,1879,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86054071.json
sn86056950,The Chicago whip.,Illinois--Cook County--Chicago,1919,1999,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86056950.json
sn86056952,La parola del popolo.,Illinois--Cook--Chicago,1921,1999,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86056952.json
sn86056953,"The Fargo forum, daily tribune, and Moorhead daily news.",North Dakota--Cass--Fargo,1957,1966,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86056953.json
sn86056954,Der Wecker.,California--San Francisco--San Francisco,1876,1878,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86056954.json
sn86056967,Karpatsʹka zori︠a︡ = Carpathian star. [volume],New Jersey--Hudson--Jersey City,1951,9999,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86056967.json
sn86058000,Indiana Republican. [volume],Indiana--Floyd--New Albany,1883,1883,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058000.json
sn86058001,Ft. Wayne journal-gazette.,Indiana--Allen--Fort Wayne,1899,1944,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058001.json
sn86058002,The Fort Wayne news. [volume],Indiana--Allen--Fort Wayne,1000,1917,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058002.json
sn86058003,The Crawfordsville journal.,Indiana--Montgomery--Crawfordsville,1880,1919,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058003.json
sn86058005,The New Harmony times.,Indiana--Posey--New Harmony,1892,1980,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058005.json
sn86058006,The New Castle courier-times.,Indiana--Henry--New Castle,1930,1951,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058006.json
sn86058007,The national gazette.,Pennsylvania--Philadelphia--Philadelphia,1841,1842,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058007.json
sn86058008,New Albany standard.,Indiana--Floyd--New Albany,1871,1871,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058008.json
sn86058009,New Albany weekly standard.,Indiana--Floyd--New Albany,1871,1872,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058009.json
sn86058010,The Owen County people.,Indiana--Owen--Spencer,1879,1881,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058010.json
sn86058011,Plymouth daily Democrat.,Indiana--Marshall--Plymouth,1909,1932,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058011.json
sn86058012,Daily world.,New York--New York--New York,1968,1986,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058012.json
sn86058013,"Plymouth daily news, or, Plymouth daily Democrat.",Indiana--Marshall--Plymouth,1932,1942,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058013.json
sn86058014,Plymouth daily news.,Indiana--Marshall--Plymouth,1942,1946,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058014.json
sn86058015,The Plymouth daily pilot.,Indiana--Marshall--Plymouth,1922,1946,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058015.json
sn86058016,Indiana radical and true Republican. [volume],Indiana--Wayne--Richmond,1868,1868,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058016.json
sn86058017,The Sullivan union. [volume],Indiana--Sullivan--Sullivan,1880,1988,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058017.json
sn86058018,The Rushville Republican.,Indiana--Rush--Rushville,1854,1859,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058018.json
sn86058019,The Tell City news.,Indiana--Perry--Tell City,1891,1956,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058019.json
sn86058020,The Friday news.,Indiana--Perry--Tell City,1956,1956,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058020.json
sn86058021,The Tell City Friday news.,Indiana--Perry--Tell City,1956,1963,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058021.json
sn86058022,The Tell City Thursday news.,Indiana--Perry--Tell City,1963,1967,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058022.json
sn86058023,Democratic banner of liberty. [volume],Indiana--Washington--Salem,1861,1862,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058023.json
sn86058024,The Perry County tribune.,Indiana--Perry--Tell City,1910,1918,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058024.json
sn86058025,Terre Haute Saturday courier.,Indiana--Vigo--Terre Haute,1877,1889,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058025.json
sn86058026,The Saturday evening ledger. [volume],Indiana--Vigo--Terre Haute,1877,1882,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058026.json
sn86058027,Terre Haute daily news.,Indiana--Vigo--Terre Haute,1889,1891,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058027.json
sn86058028,Washington County Democrat. [volume],Indiana--Washington--Salem,1847,1850,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058028.json
sn86058029,The Madison daily herald. [volume],Indiana--Jefferson--Madison,1888,1889,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058029.json
sn86058031,The Vincennes commercial.,Indiana--Knox--Vincennes,1891,1931,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058031.json
sn86058032,The Veedersburg news. [volume],Indiana--Fountain--Veedersburg,1800,1968,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058032.json
sn86058033,Valparaiso Republican.,Indiana--Porter--Valparaiso,1867,1868,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058033.json
sn86058034,Daily express. [volume],Indiana--Vigo--Terre Haute,1850,1857,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058034.json
sn86058035,The Terre-Haute daily express.,Indiana--Vigo--Terre Haute,1867,1872,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058035.json
sn86058036,The Terre Haute morning star and express.,Indiana--Vigo--Terre Haute,1903,1909,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058036.json
sn86058037,Terre Haute morning star.,Indiana--Vigo--Terre Haute,1900,1907,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058037.json
sn86058038,Terre Haute daily union.,Indiana--Vigo--Terre Haute,1850,1859,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058038.json
sn86058039,The Vincennes capital.,Indiana--Knox--Vincennes,1903,1920,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058039.json
sn86058040,The Vincennes capital.,Indiana--Knox--Vincennes,1899,1999,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058040.json
sn86058041,Westville indicator. [volume],Indiana--LaPorte--Westville,1882,9999,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058041.json
sn86058042,The Review-Republican. [volume],Indiana--Warren--Williamsport,1914,9999,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058042.json
sn86058043,The Wabash citizen.,Indiana--Wabash--Wabash,1926,1929,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058043.json
sn86058044,The Winchester Democrat.,Indiana--Randolph--Winchester,1885,1935,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058044.json
sn86058045,Terre-Haute Saturday evening gazette.,Indiana--Vigo--Terre Haute,1869,1879,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058045.json
sn86058046,Terre Haute daily gazette.,Indiana--Vigo--Terre Haute,1870,1872,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058046.json
sn86058047,The daily tribune.,Indiana--Vigo--Terre Haute,1894,1904,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058047.json
sn86058048,The Terre Haute tribune.,Indiana--Vigo--Terre Haute,1906,1983,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058048.json
sn86058049,The Williamsport pioneer. [volume],Indiana--Warren--Williamsport,1915,1957,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058049.json
sn86058050,The Vincennes post.,Indiana--Knox--Vincennes,1932,1941,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058050.json
sn86058051,The courier-times.,Indiana--Henry--New Castle,1951,9999,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058051.json
sn86058052,The Gary colored American.,Indiana--Lake--Gary,1927,1928,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058052.json
sn86058053,The Gary American.,Indiana--Lake--Gary,1928,9999,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058053.json
sn86058054,The union.,Indiana--Marion--Indianapolis,1888,1968,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058054.json
sn86058055,The Indianapolis sun. [volume],Indiana--Marion--Indianapolis,1899,1913,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86058055.json
sn86053702,The Feliciana Whig.,Louisiana--East Feliciana--Clinton,1841,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053702.json
sn86053703,Lebanon review.,Pennsylvania--Lebanon--Lebanon,1876,1879,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053703.json
sn86053704,L'Ami des lois & journal du soir. [volume],Louisiana--Orleans--New Orleans,1815,1819,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053704.json
sn86053705,L'ami des lois et journal du commerce. [volume],Louisiana--Orleans--New Orleans,1819,1822,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053705.json
sn86053706,Der Pennsylvanische Beobachter. Und wahre Demokrat von Libanon Caunty. [volume],Pennsylvania--Lebanon--Lebanon,1836,1838,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053706.json
sn86053707,Der Vaterlands Waechter und Dauphin und Libanon Demokrat.,Pennsylvania--Dauphin--Harrisburg,1832,1839,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053707.json
sn86053708,The Argus. [volume],Louisiana--Orleans--New Orleans,1824,1827,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053708.json
sn86053709,Wahrer Demokrat. [volume],Pennsylvania--Lebanon--Lebanon,1857,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053709.json
sn86053710,Le Charivari louisianais.,Louisiana--Orleans--New Orleans,1842,1842,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053710.json
sn86053711,The weekly Republican.,Louisiana--Natchitoches--Natchitoches,1874,1879,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053711.json
sn86053713,Democratic expositor and United States journal for the country. [volume],District of Columbia--Washington,1845,1846,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053713.json
sn86053714,The daily delta.,Louisiana--Orleans--New Orleans,1857,1863,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053714.json
sn86053715,The era.,Louisiana--Orleans--New Orleans,1863,1869,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053715.json
sn86053716,The Sunday delta.,Louisiana--Orleans--New Orleans,1875,1875,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053716.json
sn86053717,Die Deutsche Zeitung. [volume],Louisiana--Orleans--New Orleans,1848,1854,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053717.json
sn86053720,New Orleans commercial herald. [volume],Louisiana--Orleans--New Orleans,1837,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053720.json
sn86053721,New-Orleans chronicle. [volume],Louisiana--Orleans--New Orleans,1810,1819,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053721.json
sn86053722,The New-Orleans chronicle. [volume],Louisiana--Orleans--New Orleans,1818,1818,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053722.json
sn86053724,The Louisiana gazette for the country. [volume],Louisiana--Orleans--New Orleans,1810,1816,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053724.json
sn86053725,The Louisiana gazette and New-Orleans advertiser. [volume],Louisiana--Orleans--New Orleans,1812,1815,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053725.json
sn86053726,Journal of commerce. [volume],Louisiana--Orleans--New Orleans,1820,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053726.json
sn86053727,El indicador.,Louisiana--Orleans--New Orleans,1865,1869,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053727.json
sn86053728,Morning herald & Jeffersonian.,Louisiana--Jefferson--Lafayette City,1842,1842,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053728.json
sn86053729,Morning herald.,Louisiana--Orleans--New Orleans,1840,1849,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053729.json
sn86053730,The weekly Jeffersonian.,Louisiana--Orleans--New Orleans,1840,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053730.json
sn86053731,The Jeffersonian.,Louisiana--Jefferson--Lafayette City,1842,1842,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053731.json
sn86053732,Le grelot.,Louisiana--Orleans--New Orleans,1846,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053732.json
sn86053733,Great western.,Louisiana--Orleans--New Orleans,1839,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053733.json
sn86053734,The free South.,Louisiana--Orleans--New Orleans,1868,1869,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053734.json
sn86053735,Le Franco-italien.,Louisiana--Orleans--New Orleans,1859,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053735.json
sn86053736,Le Franc-parleur.,Louisiana--Orleans--New Orleans,1835,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053736.json
sn86053737,L'Explicateur américain = American exponent. [volume],Louisiana--Orleans--New Orleans,1854,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053737.json
sn86053738,Louisiana Staats-Zeitung. [volume],Louisiana--Orleans--New Orleans,1850,1866,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053738.json
sn86053739,The Louisiana signal.,Louisiana--Orleans--New Orleans,1860,1860,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053739.json
sn86053740,Meadville daily Republican.,Pennsylvania--Crawford--Meadville,1865,1872,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053740.json
sn86053741,Evening Republican.,Pennsylvania--Crawford--Meadville,1872,1880,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053741.json
sn86053742,The Meadville gazette.,Pennsylvania--Crawford--Meadville,1847,1850,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053742.json
sn86053743,"Statesman, and Crawford County free press.",Pennsylvania--Crawford--Meadville,1837,1838,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053743.json
sn86053744,The Juniata free press.,Pennsylvania--Juniata--Mifflintown,1831,1837,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053744.json
sn86053745,The Democrat.,Pennsylvania--Susquehanna--Montrose,1876,1878,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053745.json
sn86053747,"The Montrose star, and farmers' journal.",Pennsylvania--Susquehanna--Montrose,1843,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053747.json
sn86053748,The Susquehanna register.,Pennsylvania--Susquehanna--Montrose,1849,1854,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053748.json
sn86053749,"The Susquehanna register, and northern Pennsylvanian.",Pennsylvania--Susquehanna--Montrose,1832,1835,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053749.json
sn86053750,Towanda journal.,Pennsylvania--Bradford--Towanda,1873,1884,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053750.json
sn86053751,Bradford Republican.,Pennsylvania--Bradford--Towanda,1875,1892,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053751.json
sn86053752,The Washingtonian.,Pennsylvania--Bradford--Towanda,1816,1817,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053752.json
sn86053753,Saturday Mercury.,District of Columbia--Georgetown,1856,1856,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053753.json
sn86053754,The Apollo.,District of Columbia--Washington,1802,1802,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053754.json
sn86053755,Courrier de la Louisiane. [volume],Louisiana--Orleans--New Orleans,1809,1819,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053755.json
sn86053756,L'estafette.,Louisiana--Orleans--New Orleans,1861,1861,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053756.json
sn86053757,L'Époque.,Louisiana--Orleans--New Orleans,1865,1870,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053757.json
sn86053758,El correo atlántico.,Louisiana--Orleans--New Orleans,1835,1836,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053758.json
sn86053759,Albany courier.,Missouri--Gentry--Albany,1857,1861,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053759.json
sn86053760,Extra globe.,District of Columbia--Washington,1834,1841,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053760.json
sn86053761,"The Union, or, New-Orleans advertiser and price current. [volume]",Louisiana--Orleans--New Orleans,1803,1804,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053761.json
sn86053762,"The Union, &c. [volume]",Louisiana--Orleans--New Orleans,1804,1804,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053762.json
sn86053764,El Mensagero luisianés. [volume],Louisiana--Orleans--New Orleans,1809,1811,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053764.json
sn86053768,The merchant.,Louisiana--Orleans--New Orleans,1838,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053768.json
sn86053769,Le National.,Louisiana--Orleans--New Orleans,1855,1858,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053769.json
sn86053770,The native American.,Louisiana--Orleans--New Orleans,1839,1899,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053770.json
sn86053771,Albany ledger.,Missouri--Gentry--Albany,1868,1989,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053771.json
sn86053772,The Appleton Democrat.,Missouri--Saint Clair--Appleton City,1875,1876,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053772.json
sn86053773,The Appleton City pilot.,Missouri--Saint Clair--Appleton City,1875,1878,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053773.json
sn86053774,The press.,Pennsylvania--Clarion--New Bethlehem,1874,1876,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053774.json
sn86053775,The Jeffersonian herald.,Pennsylvania--Lawrence--New Castle,1843,1844,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053775.json
sn86053776,New Castle signal.,Pennsylvania--Lawrence--New Castle,1875,1876,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053776.json
sn86053777,Lawrence paragraph.,Pennsylvania--Lawrence--New Castle,1875,1882,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053777.json
sn86053778,The Lawrence journal.,Pennsylvania--Lawrence--New Castle,1849,1866,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053778.json
sn86053779,Anti-Masonic herald.,Pennsylvania--Lancaster--Lancaster,1828,1829,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053779.json
sn86053780,The Newtown journal.,Pennsylvania--Bucks--Newtown,1847,1850,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053780.json
sn86053781,The Newtown journal and dollar weekly.,Pennsylvania--Bucks--Newtown,1845,1847,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053781.json
sn86053782,The Newtown journal and Native American.,Pennsylvania--Bucks--Newtown,1845,1845,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053782.json
sn86053783,The enterprise.,Pennsylvania--Cumberland--Newville,1874,1886,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053783.json
sn86053784,Montgomery County Post. [volume],Pennsylvania--Montgomery--Norristown,1870,1896,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053784.json
sn86053785,National defender.,Pennsylvania--Montgomery--Norristown,1856,1900,http://ec2-107-23-197-2.compute-1.amazonaws.com/lccn/sn86053785.json
