Arizona,sn89077832,The weekly Republican.,http://chroniclingamerica.loc.gov/lccn/sn89077832.json,2,1892-05-19,1892-07-28,Arizona--Maricopa--Phoenix
Arizona,sn82015761,Williams news. [microfilm reel],http://chroniclingamerica.loc.gov/lccn/sn82015761.json,1089,1901-07-06,1922-12-29,Arizona--Coconino--Williams
Arizona,sn95060744,Winslow daily mail.,http://chroniclingamerica.loc.gov/lccn/sn95060744.json,20,1926-12-10,1926-12-31,Arizona--Navajo--Winslow
Arizona,sn96060765,The Winslow mail.,http://chroniclingamerica.loc.gov/lccn/sn96060765.json,1454,1897-01-09,1926-12-27,Arizona--Navajo--Winslow
Arkansas,sn82014282,Arkansas true Democrat.,http://chroniclingamerica.loc.gov/lccn/sn82014282.json,259,1857-06-09,1862-09-24,Arkansas--Pulaski--Little Rock
Arkansas,sn91050004,The Brinkley argus.,http://chroniclingamerica.loc.gov/lccn/sn91050004.json,652,1896-05-07,1920-02-05,Arkansas--Monroe--Brinkley
Arkansas,sn87090585,The Constitutional union.,http://chroniclingamerica.loc.gov/lccn/sn87090585.json,20,1860-11-16,1861-04-05,Arkansas--Prairie--Des Arc
Arkansas,sn89051194,The Conway log cabin.,http://chroniclingamerica.loc.gov/lccn/sn89051194.json,59,1900-06-26,1901-08-27,Arkansas--Faulkner--Conway
Arkansas,sn89051466,The Daily true Democrat.,http://chroniclingamerica.loc.gov/lccn/sn89051466.json,7,1861-03-09,1861-03-16,Arkansas--Pulaski--Little Rock
Arkansas,sn89051370,Des Arc citizen.,http://chroniclingamerica.loc.gov/lccn/sn89051370.json,47,1866-02-20,1867-02-02,Arkansas--Prairie--Des Arc
Arkansas,sn89051343,Des Arc citizen.,http://chroniclingamerica.loc.gov/lccn/sn89051343.json,95,1858-11-13,1860-10-03,Arkansas--Prairie--Des Arc
Arkansas,sn89051341,Des Arc semi-weekly citizen.,http://chroniclingamerica.loc.gov/lccn/sn89051341.json,27,1861-05-10,1861-08-14,Arkansas--Prairie--Des Arc
Arkansas,sn84027696,Des Arc weekly citizen.,http://chroniclingamerica.loc.gov/lccn/sn84027696.json,101,1867-02-09,1869-03-23,Arkansas--Prairie--Des Arc
Arkansas,sn89051342,The Des Arc weekly citizen.,http://chroniclingamerica.loc.gov/lccn/sn89051342.json,13,1861-08-14,1861-12-25,Arkansas--Prairie--Des Arc
Arkansas,sn84022960,The Forrest City times.,http://chroniclingamerica.loc.gov/lccn/sn84022960.json,1351,1887-10-08,1914-12-11,Arkansas--Saint Francis--Forrest City
Arkansas,sn86090230,The Log cabin Democrat.,http://chroniclingamerica.loc.gov/lccn/sn86090230.json,292,1906-07-19,1916-03-16,Arkansas--Faulkner--Conway
Arkansas,sn85033000,The Log cabin Democrat.,http://chroniclingamerica.loc.gov/lccn/sn85033000.json,2770,1908-09-14,1922-04-19,Arkansas--Faulkner--Conway
Arkansas,sn89051130,Newport daily independent.,http://chroniclingamerica.loc.gov/lccn/sn89051130.json,1986,1902-05-15,1919-02-24,Arkansas--Jackson--Newport
Arkansas,sn89051467,True Democrat bulletin.,http://chroniclingamerica.loc.gov/lccn/sn89051467.json,1,1862-09-29,1862-09-29,Arkansas--Pulaski--Little Rock
Arkansas,sn84023190,True Democrat.,http://chroniclingamerica.loc.gov/lccn/sn84023190.json,36,1862-10-01,1863-07-08,Arkansas--Pulaski--Little Rock
Arkansas,sn84022882,The True Democrat.,http://chroniclingamerica.loc.gov/lccn/sn84022882.json,153,1854-04-18,1857-06-02,Arkansas--Pulaski--Little Rock
Arkansas,sn93060090,World's cresset.,http://chroniclingamerica.loc.gov/lccn/sn93060090.json,701,1903-07-02,1918-12-26,Arkansas--Mississippi--Leachville,Missouri--Carter--Fremont,Missouri--Douglas--Brushyknob,Missouri--Howell--Pomona,Missouri--Howell--Trask,Missouri--Texas--Fowler,Missouri--Wright--Mountain Grove,Missouri--Wright--Norwood
California,sn93052980,Amador ledger.,http://chroniclingamerica.loc.gov/lccn/sn93052980.json,569,1900-01-05,1910-12-30,California--Amador--Jackson
California,sn93052998,Butte record.,http://chroniclingamerica.loc.gov/lccn/sn93052998.json,188,1853-11-12,1857-07-11,California--Butte--Bidwell,California--Butte--Oroville
California,sn84026973,Calaveras chronicle.,http://chroniclingamerica.loc.gov/lccn/sn84026973.json,10,1851-10-18,1853-03-19,California--Calaveras--Mokelumne Hill
California,sn82015732,The Call-chronicle-examiner.,http://chroniclingamerica.loc.gov/lccn/sn82015732.json,1,1906-04-19,1906-04-19,California--San Francisco--San Francisco
California,sn82014554,Columbia gazette and the southern mines advertiser.,http://chroniclingamerica.loc.gov/lccn/sn82014554.json,3,1858-05-27,1858-07-15,California--Tuolumne--Columbia
California,sn84038765,Columbia gazette.,http://chroniclingamerica.loc.gov/lccn/sn84038765.json,58,1853-11-12,1854-12-30,California--Tuolumne--Columbia
California,sn92068455,Columbia weekly news.,http://chroniclingamerica.loc.gov/lccn/sn92068455.json,14,1858-08-26,1859-12-08,California--Tuolumne--Columbia
California,sn86058107,The daily Butte record.,http://chroniclingamerica.loc.gov/lccn/sn86058107.json,186,1858-02-01,1858-09-11,California--Butte--Chico,California--Butte--Oroville
California,sn85042459,Daily Los Angeles herald. [microfilm reel],http://chroniclingamerica.loc.gov/lccn/sn85042459.json,1683,1878-01-03,1884-10-05,California--Los Angeles--Los Angeles
California,sn84038814,Daily national Democrat.,http://chroniclingamerica.loc.gov/lccn/sn84038814.json,986,1858-08-13,1861-10-27,California--Yuba--Marysville
California,sn82014869,The Empire County argus.,http://chroniclingamerica.loc.gov/lccn/sn82014869.json,154,1853-11-19,1856-11-08,California--El Dorado--Coloma
California,sn93052972,The Georgetown news.,http://chroniclingamerica.loc.gov/lccn/sn93052972.json,43,1855-06-21,1856-05-22,California--El Dorado--Georgetown
California,sn93052971,Georgetown weekly news.,http://chroniclingamerica.loc.gov/lccn/sn93052971.json,31,1854-10-19,1855-06-14,California--El Dorado--Georgetown
California,sn84026882,Grass Valley telegraph.,http://chroniclingamerica.loc.gov/lccn/sn84026882.json,56,1853-10-06,1858-07-17,California--Nevada--Grass Valley
California,sn85042461,The herald.,http://chroniclingamerica.loc.gov/lccn/sn85042461.json,2115,1893-01-16,1898-12-31,California--Los Angeles--Los Angeles
California,sn93051083,The hydraulic press.,http://chroniclingamerica.loc.gov/lccn/sn93051083.json,156,1858-08-21,1861-08-17,California--Nevada--North San Juan
California,sn92070142,Imperial press and farmer.,http://chroniclingamerica.loc.gov/lccn/sn92070142.json,46,1901-11-02,1903-03-14,California--Imperial--Imperial
California,sn92070143,The Imperial press.,http://chroniclingamerica.loc.gov/lccn/sn92070143.json,86,1903-04-04,1905-09-30,California--Imperial--Imperial
California,sn98061398,Imperial press.,http://chroniclingamerica.loc.gov/lccn/sn98061398.json,28,1901-04-20,1901-10-26,California--Imperial--Imperial
California,sn92070144,Imperial Valley press and the Imperial press.,http://chroniclingamerica.loc.gov/lccn/sn92070144.json,61,1906-03-24,1907-07-17,California--Imperial--El Centro
California,sn92070146,Imperial Valley press.,http://chroniclingamerica.loc.gov/lccn/sn92070146.json,178,1907-07-23,1910-12-31,California--Imperial--El Centro
California,sn85066408,L'Italia.,http://chroniclingamerica.loc.gov/lccn/sn85066408.json,5493,1898-01-03,1917-12-31,California--San Francisco--San Francisco
California,sn93062881,The Llano colonist.,http://chroniclingamerica.loc.gov/lccn/sn93062881.json,41,1922-03-11,1922-12-30,California--Los Angeles--Llano,Louisiana--Vernon--Leesville,Louisiana--Vernon--New Llano
California,sn85042460,Los Angeles daily herald. [microfilm reel],http://chroniclingamerica.loc.gov/lccn/sn85042460.json,1573,1884-10-07,1890-03-22,California--Los Angeles--Los Angeles
California,sn84038806,Los Angeles daily herald.,http://chroniclingamerica.loc.gov/lccn/sn84038806.json,838,1873-10-02,1876-06-30,California--Los Angeles--Los Angeles
California,sn85042462,Los Angeles herald.,http://chroniclingamerica.loc.gov/lccn/sn85042462.json,2193,1905-01-01,1910-12-31,California--Los Angeles--Los Angeles
California,sn84025968,Los Angeles herald.,http://chroniclingamerica.loc.gov/lccn/sn84025968.json,1026,1890-03-23,1893-01-15,California--Los Angeles--Los Angeles
California,sn84026978,Mariposa Democrat.,http://chroniclingamerica.loc.gov/lccn/sn84026978.json,52,1857-04-01,1858-04-01,California--Mariposa--Hornitos,California--Mariposa--Mariposa
California,sn94052989,The morning call.,http://chroniclingamerica.loc.gov/lccn/sn94052989.json,1788,1890-04-01,1895-03-04,California--San Francisco--San Francisco
California,sn82014487,The mountain Democrat.,http://chroniclingamerica.loc.gov/lccn/sn82014487.json,154,1863-01-03,1865-12-30,California--El Dorado--Placerville
California,sn82014488,Mountain Democrat.,http://chroniclingamerica.loc.gov/lccn/sn82014488.json,178,1857-03-21,1860-08-18,California--El Dorado--Placerville
California,sn84026881,The Nevada Democrat.,http://chroniclingamerica.loc.gov/lccn/sn84026881.json,522,1856-08-20,1862-09-27,California--Nevada--Nevada City
California,sn84026884,The Nevada journal.,http://chroniclingamerica.loc.gov/lccn/sn84026884.json,547,1851-04-19,1863-11-04,California--Nevada--Nevada City
California,sn86058101,Nevada national.,http://chroniclingamerica.loc.gov/lccn/sn86058101.json,80,1859-01-08,1860-07-21,California--Nevada--Grass Valley
California,sn86058106,Oroville daily Butte record.,http://chroniclingamerica.loc.gov/lccn/sn86058106.json,443,1856-07-14,1858-01-30,California--Butte--Oroville
California,sn82015104,The record-union. [volume],http://chroniclingamerica.loc.gov/lccn/sn82015104.json,3013,1891-01-10,1899-12-31,California--Sacramento--Sacramento
California,sn82014381,Sacramento daily record-union. [volume],http://chroniclingamerica.loc.gov/lccn/sn82014381.json,3520,1880-01-01,1891-01-09,California--Sacramento--Sacramento
California,sn85025090,San Andreas independent.,http://chroniclingamerica.loc.gov/lccn/sn85025090.json,111,1856-09-24,1861-06-22,California--Calaveras--San Andreas
California,sn86064451,The San Francisco call and post.,http://chroniclingamerica.loc.gov/lccn/sn86064451.json,23,1913-12-09,1913-12-31,California--San Francisco--San Francisco
California,sn85066387,The San Francisco call.,http://chroniclingamerica.loc.gov/lccn/sn85066387.json,6841,1895-03-05,1913-12-08,California--San Francisco--San Francisco
California,sn87067106,The Semi-weekly mountain Democrat.,http://chroniclingamerica.loc.gov/lccn/sn87067106.json,38,1860-08-22,1860-12-29,California--El Dorado--Placerville
California,sn82015099,The Shasta courier.,http://chroniclingamerica.loc.gov/lccn/sn82015099.json,862,1853-03-12,1872-12-14,California--Shasta--Shasta
California,sn86058097,The Sierra citizen.,http://chroniclingamerica.loc.gov/lccn/sn86058097.json,52,1854-02-11,1855-02-03,California--Sierra--Downieville
California,sn87067105,The Sierra citizen.,http://chroniclingamerica.loc.gov/lccn/sn87067105.json,4,1859-03-19,1860-02-18,California--Sierra--Downieville
California,sn93053243,The Trinity journal.,http://chroniclingamerica.loc.gov/lccn/sn93053243.json,47,1856-01-26,1857-02-07,California--Trinity--Weaverville
California,sn85025203,The Trinity times.,http://chroniclingamerica.loc.gov/lccn/sn85025203.json,36,1854-12-23,1855-09-08,California--Trinity--Weaverville
California,sn85025134,The union Democrat.,http://chroniclingamerica.loc.gov/lccn/sn85025134.json,150,1855-10-13,1871-12-30,California--Tuolumne--Sonora
California,sn86058108,The weekly Butte record.,http://chroniclingamerica.loc.gov/lccn/sn86058108.json,174,1858-09-18,1864-01-16,California--Butte--Oroville
California,sn93052977,Weekly Calaveras chronicle.,http://chroniclingamerica.loc.gov/lccn/sn93052977.json,114,1866-03-10,1868-11-14,California--Calaveras--Mokelumne Hill
California,sn84038768,The weekly Columbian.,http://chroniclingamerica.loc.gov/lccn/sn84038768.json,39,1856-06-28,1857-06-06,California--Tuolumne--Columbia
